Original Image,model_name,Output Image,flag,username,timestamp
C:\Users\cobanov-dd\Desktop\devs\smart-image-tool\flagged\Original Image\tmp69tqc0nu.png,MiDaS,C:\Users\cobanov-dd\Desktop\devs\smart-image-tool\flagged\Output Image\tmpw9xysizo.png,,,2022-12-10 10:35:10.271083
